source,target,weight,PMID
Pbx1,Angpt2,1,16862184
Zbtb16,Adamts7,1,16862184
Zbtb16,Angpt2,1,16862184
Zbtb16,Fgf2,-1,16862184
Id4,Mbp,1,16862533
Hnf4a,Numb,1,16865239
Hnf4a,Numbl,1,16865239
Tfap2c,Cdkn1a,-1,16867219;21084835;22371483
Nr1h3,Ugt1a2,1,16871576
Mef2a,Mmp10,1,16873063;18463162;19935709
Hif1a,Mrgprf,1,16873253
Egr2,Igfbp5,1,16875803
Ncoa3,Akt1,1,16877447;20305690
Myc,Chrna3,1,16878156
Myc,Itgb1,-1,11381265;12695333;16878156
Pitx1,Pou1f1,1,16879162
Pou1f1,Egf,1,16879162
Nfatc2,Icos,1,16880206;17986443
Nfatc2,Mapk1,1,16880206
Znf354c,Bmp2,1,16880529
Gli2,Bmp2,1,16880529;19103752
Tp53,Csnk2a2,1,16882692
Ascl1,Hnmt,1,16882982
Ascl1,Txn,1,16882982
Hif1a,Dld,1,16883594
Foxo1,Cyp7a1,-1,16885156;19237543;19463968;21817852
Esr1,Mapk12,1,16885352;22399296
Foxo1,Mstn,1,16885393
Smad2,Mstn,1,16885393
Stat5a,Aco1,1,16886906;21359952
Sp1,Aco1,1,16886906
Bmal1,Psen2,1,16887746
Clock,Psen2,1,16887746
Stat3,Nos3,-1,16887796;19118090;19754268;21611796
Pdx1,Cdk5,1,16887799
Pparg,Tp53,1,14960510;16887883
Dnmt1,Cdh1,-1,16887905;17178861;17575144;18049164;18974268;19635753;19881540;21846773
Dnmt1,Jup,1,16887905
Dnmt3a,Cdh1,-1,16887905;18974268
Dnmt3b,Cdh1,-1,16887905;18974268;20375073
Dnmt3b,Jup,1,16887905;17998942
Spic,Preb,1,16887979
Spic,Spi1,1,16887979
Stat5a,Il18r1,1,16887981
Nfatc2,Acp5,1,16888000
Nr0b2,Sct,-1,16888194;19372104
Tfap2a,Lpl,1,16890192;17549389;18948972
Mafa,Sytl4,1,16890542
Fos,Slc10a2,-1,12454857;16890608;24309182
Ncoa1,Ppargc1a,1,16891307;18511507;19194461
Atf2,Tgfb3,1,16891311
Creb1,Tgfb3,1,16891311;21308733;23206300;28148567
Jun,Tgfb3,1,16891311
Smad3,Tgfb3,1,16891311
Runx1,Ncam1,1,16892559;17431130;19235015
Gata3,Th,1,16893419;19729201
Tcf3,Nanog,-1,16894029
Tp53,Gsdme,1,16897187;21522185
Spdef,Birc5,-1,16897429;18567002;21446014
Tbx1,Ptgdr,1,16897482
Cebpb,Icam1,1,16899075;9831247;9916895
Lef1,Sall4,1,16899215
Tcf7l2,Sall4,1,16899215
Hes1,Cdkn1c,-1,16899237;19541765;22705236;25005473
Myod1,Pik3c3,1,16901893
Egr3,Bdnf,1,16901909;22035109
Egr3,Ntrk1,1,16901909
Ssrp1,Bdnf,1,16901909
Ssrp1,Egr3,1,16901909
Ssrp1,Gabra4,1,16901909
Ssrp1,Ntrk1,1,16901909
Nr4a3,Mstn,-1,16901967
Zgpat,Hamp,1,16902156
Srebf1,Serpine1,-1,16902162
Nfkb2,Skp2,1,16902410;20513428
Relb,Chuk,1,16902410
Relb,Skp2,1,16902410
Kat7,Alas2,1,16904069
Creb1,Cycs,1,16908542;18227154
Ovol1,Gadd45a,1,16908841
Ovol1,Gadd45b,1,16908841
Ovol1,Lemd3,1,16908841
Ovol1,Sgk1,1,16908841
Tp63,Itch,1,16908849
Lhx3,Lhx3,1,16909100
Myb,Ets2,1,16909100
Ets2,Myb,1,15064740;16909100
Stat3,Osm,1,10391682;16909117;19404962;8559663;8918689
Esr1,Erbb4,1,16912174
Wt1,Bcl2l1,1,16912181;22898820
Mycn,Crabp2,1,16912187
Ssrp1,Elavl1,1,16914445
Ar,Rchy1,1,16914734
Hes1,Map2,-1,16916793;19880519
Neurod1,Map2,1,16916793
E2f1,Ncoa3,1,16916939;23660594
Esrrg,Dnase1,1,16916954
Ppara,Ccnd1,-1,16917105
Smarca5,Dnah8,1,16917504
E2f1,Yy1,-1,16918502
Ahr,Gucy1a1,1,16919260
Sox17,Tbata,1,16919269
Esr1,Mmp13,1,16919424;18358246;19185056
Rxra,Ldlr,1,16920108
Nfe2l2,Smarca4,1,16923960;17313370
Snai1,Ocln,-1,16924233;19597490
Snai1,Raf1,1,16924233
Zhx2,Ocln,-1,16924233
Snai2,Ocln,-1,16924233
Runx1,Mapk1,1,16926135
Tp53,Pkd1,1,16931520;20388565
Stat3,Timp1,1,11918744;15161657;15920698;16931573;24036113;8559663
Tp53,Znf346,1,16931621
Myf5,Wnt2,1,16936075
Ezh2,Rassf1,1,16936726
Ezh2,Pdgfb,1,16936726
Tfe3,Cd40lg,1,16936731
Tfeb,Cd40lg,1,16936731
Dlx4,Eif4e,1,16936779;17510394;19481146
Ncoa3,Ccne1,1,16938873
Junb,Igf2,1,16940178
Nr1h3,Abl2,1,16943198
Nr1h3,Cd74,1,16943198
Gata3,Dbh,1,16943277;18338249
Esr1,Safb,1,16945332
Tbp,Btk,1,16945932
Tp53,Coro1b,1,16946709
Tp53,Rab13,1,16946709
Ppara,Trib3,1,16949670;20461355
Cebpb,Trib3,1,16949670;19164449;21203563
Ar,Vps52,1,16949732
Rxra,Fabp1,1,16950764
Bcl11b,Cdkn1c,1,16950772
Ncoa2,Akt1,1,16951146
Dnmt3b,Reck,1,16951151
Kmt2a,Pcna,1,16951254
Kmt2b,Pcna,1,16951254
Eomes,Il21,1,16951332
Pparg,Sod1,1,15590897;16951334;17337254;19535992
Sp1,Cd55b,1,16951346
Sp1,Cd55,1,16951346
Sp1,Tcf3,1,16951349
Tcf3,Sp1,1,16951349
Egr1,Il13,1,16317093;16951379;17556359;18569387;21841136
Ahr,Snai2,1,16952353
Jun,Hbb-b1,1,1695257
Prdm2,Igf1,-1,16953217;19602237
Hey2,Cdkn1b,1,16953280
Nfkb1,Bhmt,-1,16953798
Rela,Bhmt,-1,16953798
Litaf,Litaf,1,16954198;21836606;23795761
Litaf,Mapk14,1,16954198
Litaf,Myd88,1,16954198
Tfap2b,Adipoq,-1,16954217;19325541;20097161;21345437
Nfya,Adipoq,1,16954217
Hoxb2,Ifnb1,1,16954376
Pou5f1,Lefty1,1,16954384;17068183
Sox2,Lefty1,1,16954384
Klf4,Lefty1,1,16954384
Arnt,Hif1a,1,14764593;16954428
Hif1a,Arnt,1,12239177;20440072
Ppara,Mpo,1,16956579
Nr1h3,Mpo,1,16956579
Nr1h4,Fasn,1,16957179
Stat5b,Slc10a4,1,16959781
Stat3,Ren1,-1,16959849
Stat3,Tyk2,-1,16959875;18550668
Klf4,Slc5a6,1,16959947;17135299
Hif1a,Tert,1,15048086;16961934;17699105;18754863
Jun,Krt18,1,1696235;18941637;7526151
Fos,Krt18,1,1696235
Hoxa11,Asxl3,1,16963455
Fli1,Pld2,1,16964281
Ar,Phb1,1,16964284;18487222;22179832
Phb1,Ar,-1,16964284
Ar,Adra1d,1,16964290
Ar,Gc,1,16964290
Runx1,Runx3,1,16964375;18663147
Runx3,Runx1,-1,15688019;17488194;19403666
Insm1,Rgn,1,16964421
Nfia,Rgn,1,16964421
Ctcf,Afm,1,16966320
Sp3,Afm,1,16966320
Myog,Pias1,1,16966324
Skil,Cdkn1a,-1,16966324
Skil,Serpine1,-1,16966324
Rb1,Hbp1,1,16966377
Hbp1,Rb1,1,16966377;18031610
Nr1d1,Serpine1,-1,16968709
Mta1,Vegfa,1,16969516
Pax6,Ctnnd2,1,16973151
Fos,Ilk,1,16978906
Nono,Il27,1,16979593
Foxa1,Ccnd1,1,16980581
Nfic,Ccnd1,-1,16980581
Hnf4a,Gtf2b,1,16980607
Onecut1,Tbp,1,16980607
Myc,Hnrnpul1,1,16980608
Atf3,Ccl4,-1,16982098;24607962
Dnmt1,Ldlr,1,16982210
Phox2a,Cdkn1b,1,16982676;19564421
Relb,Birc3,1,16982744
Pparg,Cd1d1,1,16982809
Rara,Cd1d1,1,16982809
Atf3,Ccna2,-1,16984628
Ar,Adora1,1,16987234
Ar,App,1,16987234
Egr1,Chgb,1,16987240;21257751
Sp1,Chgb,1,16987240
Tfap2a,Chgb,1,16987240
Creb1,Chgb,1,16987240
Vsx2,Chgb,1,16987240
Ahr,Fst,1,16988001
Arx,Gcg,1,16988001;21824254
Sox17,Mbp,1,16988043
Cebpb,Atf3,1,16989641
Runx1,Sh3gl1,1,16990610
Sp1,Sh3gl1,1,16990610
Hes1,Dtx1,-1,16990763;20161710;20208568
Tcf3,Dtx1,1,16990763
Nfkb2,Cdkn1a,-1,16990795
Runx1,Gata2,1,16995417
Egr1,Gnaq,1,16995904;18989526;23802749
Snai2,Cdh17,-1,16996643
Zeb2,Cdh17,1,16996643
Hnf4a,Abcc6,1,16997394;20463007
Nfe2,Abcc6,-1,16997394;21281810
Pparg,Mc2r,1,16997835
Nobox,Pou5f1,1,16997917
Nobox,Gdf9,1,16997917;23078866
Nfib,Mbp,1,1699939
Nr4a2,Vip,1,16999955;22748824
Fos,Slc26a3,1,1700011;22159277
Jun,Slc26a3,1,1700011;22159277
Foxc1,Fgf15,1,17000708
Tp53,Bad,1,17000778;22869582
Gli3,Med12,1,17000779
Runx1,9530003J23Rik,1,17000900
Runx1,Lyz2,1,17000900
Runx1,Lyz1,1,17000900
E2f4,Brca1,-1,17001309;17106239;17531812;20133863;20818429;21701264;23108140
E2f4,Rad51,-1,11799066;17001309;17531812;20133863;21701264
Tp53,Cdc25a,-1,17001315;18281511;19060337
Tp63,Cdc25a,-1,17001315
Tp73,Cdc25a,-1,17001315
Rara,Stmn1,1,17001604
Thap1,Rrm1,1,17003378
Nfat5,Kcnj1,1,17003571
Hnf4a,Glul,1,17006929
Myc,Alb,-1,17006931;8076602
Atf2,Timp1,1,17012236
Rela,Timp1,-1,14600595;17012236
Atf3,Mapk1,1,17014422
Pgr,Cdkn1a,1,17015480;18202149;21184768;23178160;23574718
Pgr,Cdkn1b,1,17015480
Foxo1,Cdkn1b,1,11094066;12359217;12391153;17015685;18593906;18787071;19281796;21418583;23160481
Gata1,Cdkn1b,1,17016599
Ebf3,Cdkn1a,1,17018599;19934318
Epas1,F7,1,17018600;22402494
Tp53,Alox5,1,17018618
Tp53,Lox,1,17018618
Foxm1,Birc5,-1,17018632
Nr4a2,Mapk7,1,17020917
Mef2c,Myocd,1,17021041;23335105
Mef2c,Srf,1,17021041
Hnf1b,Il1b,1,17021248
Usf2,Gata4,1,17021344
Hif1a,Cited2,1,17022961;17499866;18158893
Isl1,Hnf1a,1,17022998
Isl1,Hnf4a,1,17022998
Arnt2,Cyp1a1,1,17023418
Smarca1,Smarca4,1,17023429;20015969;23609547;24285714
Sp1,Slc3a2,1,17023546
Esr1,Cdkn2c,1,17024155
Hif1a,Nbn,-1,17024177
Smarca1,Cdkn2a,1,14604992;17026941
Ppara,Abca1,1,12595494;16530456;17026988;18498712;18758514;19201410;20346718;20606297
Pparg,Abca1,1,11172721;11742860;11785957;12595494;16530456;17026988;18511057;18758514;18761326;20419060;20951680;22305277;22424975;22429094
Foxp3,Ifng,-1,17028180;17377532;19877017;20308632;23543754
Foxp3,Il2,-1,11483607;16873067;17028180;17416586;17430097;17586580;17632414;17922010;18324310;18759924;18779564;19172156;19564342;20429413;21458306;21654845;21955384;22579476;22806628;23275607;23954131;25567984
Foxp3,Ctla4,1,17028180;18599122;21654845
Foxp3,Tnfrsf18,1,15343196;17028180;18832697;20113470
Dlx6,Rassf1,1,17029216
Emx2,Rassf1,1,17029216
Hoxa9,Rassf1,1,17029216;17968314
Hoxb5,Rassf1,1,17029216
Nr6a1,Dpep1,1,17030610
Msx2,Tagln,-1,17030628
Prop1,Fshb,1,15474519;16394624;17032749;17445765
Prop1,Prop1,1,17032749
Prop1,Cga,1,17032749
Irf2,Casp8,1,17036321
En1,Tubb3,1,17038671
Nr4a2,Tubb3,1,17038671
Stat6,Cnr1,1,17041005;18156315
Gtf2ird1,Large1,1,17041962
Runx2,Nell1,1,17042739;21931789
Atf4,Trpv6,1,17042743
Myod1,Hrh3,1,17043109
Myod1,Smarca1,1,17043109
Myod1,Smarca4,1,17043109;17194702
Smarca1,Dnah8,1,17043109;17855369
Smarca1,Prmt5,1,17043109
Nr4a1,Gc,1,17043312
Hnf4a,Ccnd2,1,17043650
Bach2,Prdm1,-1,17046816;18256039
Mafk,Prdm1,-1,17046816
Pax2,Ret,1,17047028
Pax8,Ret,1,17047028
Pax6,Mmp2,1,17047041
Tp53,Bik,1,17047080
Prox1,Kdr,1,17047989;19210544
Ctcfl,Prmt7,1,17048991
Ovol1,Ovol2,-1,17049212
Sp1,Ddit3,1,17049495;8702804
Gata4,Rasa1,1,17050003
Pou3f1,Mpz,-1,1705013
Zbtb17,Ndrg2,-1,17050536;18455888
Myc,Ndrg2,-1,17050536;18455888
Hnf1a,Ugt1a2,1,17050649
Hnf4a,Ube2b,1,17050667
Tp53,Shh,1,17050669;21042410
Tp63,Shh,1,17050669
Tp73,Shh,1,17050669
Litaf,Braf,1,17050671
Litaf,Mapk1,1,17050671
Litaf,Mlana,1,17050671
Mta3,Wnt4,-1,17050676
Foxn1,Wnt4,1,17050676
Spi1,Ccnd2,1,17051239
Hnf4a,Prmt1,1,17052457
Atf2,Mapkap1,1,17054722
Nr2c2,Oxt,1,17054912
Vdr,Cyp7a1,-1,17054913;19106115;20371703
Vdr,Nr1h3,1,17054913
Nr1h3,Vdr,1,17054913;22279938
Hoxb2,Krt8,1,17055026
Pdx1,Krt19,1,17056599;20531294;20808819
Crebzf,Serpinb5,1,17057734
Satb1,Bcl2,1,16079286;17057736;20564216;21310710;23554662;23762260
Sp1,Ntf3,1,17059557
Elf3,Cldn7,1,17060315
Dlx3,Runx2,1,17060321
Dlx3,Nppa,1,17060321
Dlx5,Nppa,1,17060321
Usf1,Apln,1,17060400
Ebf1,Cebpa,1,17060461
Cebpb,Ebf1,1,17060461
Hnf1a,Pros1,1,17061980
Hnf4a,Pros1,1,17061980
Ppara,Igfbp1,1,17062566;20110263
Foxo1,Gcg,1,17062568
Stat2,Pml,1,17062732
Nr1h4,Ddah1,1,17065154
Tfcp2,Reln,1,17065238
Cxxc1,Reln,1,17065238
Dnmt1,Gad1,-1,16113080;17065238;19029285
Pax2,Gbx2,1,17067785
Nr3c1,Mylk,-1,17068119
Dlx5,Bmp4,1,17068183
Dlx5,Dkk1,1,17068183
Dlx5,Dppa4,1,17068183
Dlx5,Lefty2,1,17068183
Dlx5,Thy1,1,17068183
Eomes,Dkk1,1,17068183
Eomes,Dppa4,1,17068183
Eomes,Lefty2,1,17068183
Eomes,Thy1,1,17068183
Gata6,Bmp4,1,17068183
Gata6,Dkk1,1,17068183;21811562
Gata6,Dppa4,1,17068183
Gata6,Lefty2,1,17068183
Gata6,Thy1,1,17068183
Hlx,Bmp4,1,17068183
Hlx,Dppa4,1,17068183
Hlx,Lefty2,1,17068183
Hlx,Thy1,1,17068183
Id2,Bmp4,1,17068183
Id2,Dkk1,1,17068183
Id2,Dppa4,1,17068183
Id2,Lefty2,1,17068183
Id2,Thy1,1,17068183
Pou5f1,Bmp4,-1,17068183
Pou5f1,Dkk1,-1,17068183
Pou5f1,Lefty2,1,17068183
Pou5f1,Thy1,1,17068183
Tbx18,Dkk1,1,17068183
Tbx18,Dppa4,1,17068183
Tbx18,Lefty2,1,17068183
Tbx18,Thy1,1,17068183
Tbxt,Bmp4,1,17068183
Tbxt,Dkk1,1,17068183
Tbxt,Dppa4,1,17068183
Tbxt,Lefty2,1,17068183
Tbxt,Thy1,1,17068183
Zfp42,Bmp4,1,17068183
Zfp42,Dkk1,1,17068183
Zfp42,Dppa4,1,17068183
Zfp42,Lefty2,1,17068183
Zfp42,Thy1,1,17068183
Prox1,Cdkn1b,1,17069925;22508481
Prox1,Cdkn1c,1,17069925;19706680
Ahr,Cdkn2b,1,17070097
Ahr,Tp53,1,11191113;15111621;17070097;20478272
Tp53,Cdkn2b,1,17070097
Jun,Cflar,-1,17070520;17332355
Nr0b2,Xpr1,1,17071613
Klf6,Mmp9,-1,17071613;22211962
Sp2,Mmp9,-1,17071613
Nr0b2,Smad3,-1,17074765
Nr0b2,Serpine1,-1,17074765;19643931;19887897
Tbp,Mapk8,1,17074809;19620725
Tbp,Mapk9,1,17074809;19620725
Elk1,Tbp,1,17074809;17499043;23454483
Klf13,Crebbp,1,17074812
Klf13,Kat2b,1,17074812
Gata3,Fut7,-1,17075044
Tbx21,Fut7,1,17075044
Dach2,Helt,1,17075071
Helt,Helt,1,17075071
Cebpg,Neurod6,1,17075921
Cebpb,Neurod6,1,17075921
Nfe2l2,Adra1d,1,17077087
Nfe2l2,Gstk1,1,17077087;22521774
Tp53,Mmp9,-1,15899818;17077165;17311279;18635530
Esrrg,Pdk4,1,17079227;19690166;23050013
Znf250,Trim28,1,17079232
Ar,Grp,1,17079466;19117998
Tp53,Hic1,1,16301995;17079468;19491197;19649206
Hic1,Tp53,1,19486893
Atf2,Mmp2,1,17079470;17258390
Zbtb17,Bcl2,1,17082179;19549844;21167753
Pbx1,Mc2r,1,17082260
Nr5a1,Pbx1,1,17082260;18984668
Pbx1,Nr5a1,1,16705164
Rela,Bnip3,-1,17082476;19088195
Zbtb16,Pik3c3,1,17082479
Zbtb16,Pik3r1,1,17082479
Zbtb16,Ik,1,17082479
Maf,Btk,1,17082592
Nfkb2,Ar,1,17082635
Nfkb2,Il1b,1,17082635;9523851
Relb,Ar,1,17082635
Atf1,Fosl1,1,17082637
Creb1,Fosl1,1,17082637
Elk1,Fosl1,1,15806162;17082637
Max,Cebpa,1,17082780
Max,Csf3r,1,17082780
Creb1,Mitf,1,10841026;16327152;17083486;18039926;19067970;19937254;21519923;22496449;24267286
Creb1,Tyr,1,17083486
Rest,Tyrp1,-1,17084381
Ppard,Ppargc1a,1,17084713;17275789;18509063
Nfatc1,Mmp9,1,17084841
Jund,Gadd45a,1,17084916;21734453
Tfe3,Best1,1,17085443
Tfeb,Best1,1,17085443
Taf1,Kat2b,1,17085686;9285713
Nfkb1,Sod2,1,11880364;14515147;15330761;17085785;17652337;18779124;19507253;24068327
Tbpl1,Pcna,1,17085973
Nr3c1,Afp,-1,1708774;1723485
Fos,Afp,1,1708774
Tp53,Odc1,1,17088079
Myc,Mtdh,1,17088530
Foxo1,Adipoq,1,17090532
Sp1,Sp5,1,17090534
Sp5,Cdkn1a,-1,17090534
Sp1,Wnt2,1,17090534
Thrb,Ghrhr,1,17090972
Nfatc1,Limd1,1,17092936
Nfatc1,Traf6,1,17092936;17239241
Hoxc8,Nkd2,-1,17094106
Vdr,Pth,-1,17095575;20558332;7489414;8920918;9717845
Hes1,Bcl2,1,17098279
Rela,Bcl2,1,12835724;14739605;14978135;15120608;16022909;16453001;17098279;17673602;18031796;18158998;18191642;18566231;18761399;19233129;19259124;20103608;20332461;20446017;21224428;21503108
Tbp,Aurka,1,17098936
Tbp,Ccnb1,1,17098936
Nfya,Aurka,1,17098936
Creb1,Poll,1,17099721
Sp1,Poll,1,17099721
Vsx2,Poll,1,17099721
Hif1a,Casp3,1,17101276
Hnf4a,S100a4,1,17101323;19671543;21403839
Foxm1,Brca2,1,17101782;20068070
Foxm1,Xrcc1,1,17101782;20068070
Mef2a,Mef2c,1,11904443;17101791
Mef2c,Mef2a,1,9252389
Ets1,Ebf1,1,17101802
Spi1,Ebf1,1,17101802
Runx2,Nfatc2,1,17103021
Mitf,Ostm1,1,17105730
Mitf,Tnfsf11,1,17105730;19321441;20357005;23379601;24257758
Mitf,Clcn7,1,17105730;19067971;1999537
Ncoa1,Scnn1a,1,17105732;20054001
E2f1,Brca1,1,10660629;17106239;18660752;19466541;20068145;23108140;23285190
Pou2f2,Retn,1,17107342
Nfatc4,Nfatc4,1,17108007
Arnt,Aqp5,1,17108010
Hif1a,Aqp5,1,17108010
Tfcp2,Crh,1,17108082
Mef2a,Atf3,1,17108111
Ncoa3,Ar,1,10965917;17108143;19305643
Ar,Ncoa3,1,19305643
Tbpl1,Wee1,1,17109819
Nr3c1,Bnip3,1,17110051
Dlx3,Pgf,1,17110422
Nr1h3,Crp,1,17110595
Xbp1,Xbp1,1,17110785;17884689;21723843;23510626
Myod1,Myh7,1,17111365;1939278
Mef2d,Myh13,1,17111365
Myod1,Myh13,1,17111365
Nfatc1,Myh13,1,17111365;21290171
Mef2d,Myh7,1,17111365
Nkx3-1,Map4k4,1,17113036
Nfe2,Slc7a11,1,17113054
Hoxb1,Hoxa2,1,17113575
Dnmt1,Gtf2f1,1,17114178
Dlx4,Ifng,1,17114181
Klf11,Myc,-1,17114344
Pax6,Tyr,1,17116288
Spi1,Csf1r,1,17116688;8264604;8302571;9506963
Nfatc4,Il2,1,17118192
Pparg,Tff2,1,14759512;17118693
Vdr,Mapk14,1,17121851
Jun,Vdr,1,15930183;17121851
Ssrp1,Vdr,1,17121851
Sp1,Xiap,1,17121920
Ctcf,Ctcf,1,17122106;18207574;21912613;22615834;23884423;23933634;24613343;9756895
Sp1,Birc5,1,17124180;17350596;17876054;18175117;19120021;20660371;21093004;21131823;21433308;22334592;22734486;22773958
Usf1,Akr1b1,1,17124385
Myb,Pcna,1,1712444
Etv5,Psen1,-1,17126306;17489097
Pitx2,St8sia2,1,17126533
Nr1h4,Abcc3,1,17127344;21330447
Wt1,Gc,1,17127464
Yy1,Fcgr2,1,15153544;17130130
Nfic,Cdkn1a,-1,17130157
Tp53,Cxcr4,-1,17130833
Pgr,Abcb1a,1,17131043
Hoxb1,Pbx1,-1,17131398
Pbx1,Hoxb1,1,17131398;9218805
Smad4,Myc,-1,11689553;17132729
Lef1,Myc,1,17132729;18202148;19620402;19653274
Mbd2,Ptpn6,1,17133344
Mbd2,Vamp7,1,17133344
Tfap2a,Slc5a6,1,17135299
Rela,Abca1,-1,17135302
Atf4,Eif2ak2,1,17141186;21146245;23009153
Atf4,Psen1,1,17141186
Klf6,Lama1,1,17141338
Fiz1,Pde6b,1,17141759
Crx,Pde6b,1,17141759
Irf1,Col1a2,-1,17142024
Pax3,Setdb1,1,17142323
Sp1,Setdb1,1,17142323
Sp3,Setdb1,1,17142323
Runx1,Slc22a4,1,15184985;17142562;18328148
Sp1,Slc22a4,1,17142562
Kat7,S100a4,1,17143014
Hif1a,Pfkfb1,1,17143338
Hif1a,Pfkfb2,1,17143338
Pou4f2,Bax,1,17145718
Nr0b2,Ehmt2,1,17145766
Tp53,Rgcc,1,17146433
Nfic,Cyp2a4,1,17148654
Cebpg,Cyp2a4,1,17148654
Cebpd,Cyp2a4,1,17148654
Dnmt3b,Cdkn2a,1,17149367;18006804;21757290;22461910;23397112
Mafa,Glp1r,1,17149590
Mafa,Pc,1,17149590
Mafa,Pcsk1,1,17149590
Mafa,Slc2a2,1,17149590
Nkx6-1,Glp1r,1,17149590
Nkx6-1,Pc,1,17149590
Nkx6-1,Pcsk1,1,17149590
Nkx6-1,Slc2a2,1,17149590
Pdx1,Glp1r,1,15289647;15756539;17149590
Pdx1,Pc,1,17149590;17408383
Pdx1,Pcsk1,1,10802714;17149590
Pdx1,Slc2a2,1,11309388;17149590;19651901;22403172;23153982;8923459;9453241;9637677
Rela,Ngf,1,17150179
Rela,Oprd1,1,17150179
Nr3c1,Ins2,-1,17150186
Egr1,Pdx1,1,17150967
Myc,Bmi1,1,17151361;21856782;23342141;23601184
Creb1,Akt1,1,17152074
Sp1,Twist1,1,17157810
Mafb,Tnfsf11,1,17158225
Klf5,Egfr,1,17158781
Runx2,Fgf18,1,17158875
Nr5a2,Il1rn,1,17158876
Irf1,Mc1r,1,17159910
Nfe2l2,Mtif2,1,17161026
Esr1,Cdkn1b,-1,17163418;17681750
Hinfp,Fgfr1,1,17163457;21605641
Hinfp,Chka,1,17163457
Nr1i3,Sult2a1,1,17163485;17595319
Elf4,Map2k2,1,17163490
Pou3f2,Rb1,1,17163992
Zbtb17,Rbbp8,1,17164289
Zbtb17,Sae1,1,17164289
Zbtb17,Senp1,1,17164289
Zbtb17,Ube2i,1,17164289
Mitf,Akt1,1,17164294
Mitf,Tnfrsf11a,1,17164294;18759249
Esr2,Crebbp,1,17166829;22349818;24932804
Creb1,Il13,1,17166845
Lmx1b,Fgf8,1,12399317;17166916
Lmx1b,Lmx1b,1,17166916;24785190
Nfatc1,Aqp2,1,17166937;22470386
E2f2,Cdkn1a,1,17167174
Gata4,Apc,1,17167178
Gata4,Mgmt,1,17167178
Gata5,Apc,1,17167178
Gata5,Mgmt,1,17167178
Gata5,Rassf1,1,17167178
Stat2,Ccl12,1,17167270;20233899
Dlx5,Mab21l1,1,17167770
Ncoa3,Psme3,1,17169389
Myc,Birc5,1,17170079;19287963;19602047;20508797
Creb1,Ccn5,1,17170219
Ar,Psap,1,17171640
Dnmt1,Fgfr1,1,17172825;18704159;21150308;21779870
Dnmt1,Krt9,1,17172825
Dnmt1,Rrp8,1,17172825;18049164
Dnmt1,Suv39h1,1,17172825;17584191
E2f1,Ddb2,1,17173070
E2f3,Ddb2,1,17173070
Ssrp1,Cdkn1c,1,17173074
E2f1,Cdkn1c,1,17173074;20106982
Esr1,Cdkn1c,1,17173074
Tbx3,Bmp4,-1,17173667;22387209
Tbx5,Bmp4,1,17173667;20858598
Vax2,Bmp4,1,17173667
Tbx2,Bmp4,1,17173667;23720046
Rest,Hcn4,-1,17173866
Prdm4,C6,1,17174323
Tbpl1,C6,1,17174323
Tp53,Map3k11,1,17174923;24399089
Esr1,Gas6,1,17174935
Nr1h3,Slc51a,1,17177110
Nr1h3,Slc51b,1,17177110
Klf5,Cdk1,1,17178721
Klf5,Pias1,1,17178721
Meis2,Epha8,1,17178831
Pbx2,Epha8,1,17178831
E2f1,Nrp1,1,17178835
Ssrp1,Nrp1,1,17178835
Hmga1,Pik3r1,1,17178855
Hif1a,Ccr7,1,17178876;19305150
E2f1,Ar,-1,17178887;21099103;21099110;21966451;22508987
Spi1,Drg1,1,17178897
Atf3,Drg1,1,17178897
Hif1a,Cd44,1,17178925
Cdx2,Tff3,1,17182120
Pax8,Duox1,1,17182173
Pax8,Hcrt,1,17182173
Pax8,Th,1,17182173
Irf1,Ccl19,1,17182562
Irf3,Ccl19,1,17182562
Irf7,Ccl19,1,17182562
Stat5a,Foxp3,1,17182565;24298014
Jun,Pak3,1,17182846;23818969
Mitf,Diaph1,1,17182868;19067971;1999537
Mitf,Cdkn1b,-1,17182868;19100253
Pou5f1,Tcl1a,1,17183653
Cdx4,Hoxa9,1,17183676
Crem,Ccnd1,-1,17185632;22488648
Atf4,S100a8,1,17185796;21867687
Tp53,Mdfic,1,17186020
Tp53,Notch1,-1,14991602;17186020;17353266;18359760;20442293;20442780;22833673;23518503;23946688;23965983
Zkscan7,Epcam,1,17186549
Atf2,Gadd45a,1,17189429;17700520
Atf2,Serpinb5,1,17189429;17700520
Spi1,Hp,1,1718961
Pgr,Folr1,1,17192405
Sp1,Folr1,1,12566316;17192405
Sp3,Folr1,1,17192405
Egr4,Slc12a5,1,17192429
Sp1,Syt11,1,17192956
Yy1,Syt11,1,17192956
Nfatc4,Esr2,1,17194453
Myog,Smarca4,1,17194702;23609547
Sp1,Jun,1,1406636;17502875;19437621;20148354;8355696;8892460;9054614
Jun,Sp1,1,11956220;17195011
Pou2f3,Mmp19,-1,17195013
Pou3f1,Mmp19,-1,17195013
Junb,Penk,1,1719551
Jund,Penk,1,1719551;8152431
Runx3,Ifng,1,17195845;19139168;20574006
Runx3,Il4,-1,17195845;19338776
Tbx21,Il4,1,15684054;16473879;17195845;17541280;18504404;18819071;19348920;20193034;21983879;22521571;23232398;23768572
Hsf4,Abcc3,-1,17196161
Cebpb,Abcc3,1,17196161
Cebpa,Serpine1,1,17197388
Sp1,Mcl1,1,17198743;18208354;18599869;22406829;22734486;23877711
Sp3,Mcl1,1,17198743
